"fromName","ethSpent","usdSpent"
"0x73186b2a81952c2340c4eb2e74e89869e1183df0 (amy-jung)",0.0190805315554931,73.13
"0x732c97e0f9b6386961e797c4914517a96ecfaec7 (anon)",0.00113384,2.93
"0x736a794e2cd1b042e41b416e5e2083584bea2712 (anon)",0.00419311883942302,12.96
"0x73ff47c09efa4a2cb385c730a4adff967321b93d (anon)",0.00741974813845114,22.86
"0x744208576858aa6bfcd705beb4f8d0b45bbb8d4d (anon)",0.00444220595882354,13.73
"0x74959bf4bac22664f7d0fd03596e7d3da397c009 (anon)",0.00578661262032962,17.83
"0x74999ec4c27daaedaa9a953ed371f640c911ec38 (anon)",0.00685353499358242,21.18
"0x755740595c3c8539ec99019f93ee3e964db63739 (anon)",0.00214518416490651,6.89
"0x7561d093b584d5b3f9e8969f6a70acbfef58d249 (anon)",0.0066016939667401,20.42
"0x767a60f295aedd958932088f9cd6a4951d8739b6 (anon)",0.00314476652054985,8.38
"0x77bd9e328b427889fa23bd3b13ea8824c1f24bb2 (anon)",0.00675839567254902,20.9
"0x78b3367b0f547cd16bac453f788956afce92447b (anon)",0.00590157281356861,15.59
"0x792db1912ffb4feed8559189a6cdd10d853e1b13 (anon)",0.0020113769063469,6.44
"0x79d8e884ac95196d0ed622dcb2bf12bb0b70a8c3 (anon)",0.0024062832885882,7.73
"0x7ab89e577bce4c35ecd7546f758f1c41f9777ccf (anon)",0.00465371339210951,14.34
"0x7ad649a20f03d7572407a9f58c92f5f72320142d (anon)",0.00113384,2.93
"0x7aff62aeef41384409717537a7eefaab7318ce6f (anon)",0.00637706483592566,19.64
"0x7e052ef7b4bb7e5a45f331128afadb1e589deaf1 (anon)",0.116297553430887,325.92
"0x7e3f41e32b85799c75327f883362af32a2d3e7e4 (anon)",0.00440901244246698,13.58
"0x7e49a9563601eaaad6794658355516e4ce7539f3 (anon)",0.00411204445465036,12.71
"0x8073c62366973b9960f4561f6a72c5826b75e828 (anon)",0.00849547451249722,32.84
"0x8091b4a9226080e8f17fd9444710b1799fbac3ed (anon)",0.00203647038603293,6.55
"0x809c9f8dd8ca93a41c3adca4972fa234c28f7714 (anon)",0.00723476347775044,25.45
"0x809fa673fe2ab515faa168259cb14e2bedebf68e (anon)",0.0156646694054211,50
"0x80d63799b1e08a80f73fb7a83264b5c31600bf3a (GitCoin Grant Sender)",0.537100114044,1826.69
"0x815c7ccf2616ad581e4d55d1504a676f55c04e02 (anon)",0.00113384,2.93
"0x834742dde5dfd852ee151914c89505f68af161be (anon)",0.00894389905391439,29.84
"0x839395e20bbb182fa440d08f850e6c7a8f6f0780 (Griff Green)",0.123650181051078,430.32
"0x83c9440dc34da00c47a0d4dc2b598d7bdb1b53f7 (anon)",0.00295087786680891,7.51
"0x83d2e472495f408bd0bc85702f4be5ef1acaee80 (anon)",0.00134557501510185,2.66
"0x83ff22cfc4876cdffb69f7440651720ce256d615 (anon)",0.00113384,2.93
"0x86505baa2ffac3444fbb9a53c6c75833d088c6c6 (anon)",0.00082145007693536,1.69
"0x86a233b93556c7e475304c4429d89b9f6958ec6d (anon)",0.00186039362336698,5.98
"0x874437b5a42aa6e6419ec2447c9e36c278c46532 (anon)",0.00397766365533365,12.51
"0x883753beab357a2c29f3766c6ad158e72a78ce51 (anon)",0.004218852,13.27
"0x885ac62415e534665e80ca205290a3798da91159 (anon)",0.00443064332594805,13.69
"0x891d6d5af0f2abeca7939600a8537dfee68c8da7 (anon)",0.0020413460280345,6.1
"0x894aa5f1e45454677a8560dde3b45cb5c427ef92 (anon)",0.0101450308894656,19.97
"0x8aef1645d9c40e5e0b770077e3a595175f28a4e7 (anon)",0.00664073045647804,20.54
"0x8c69f8d2f360d0bd12cb73b92e90a380e32987bb (anon)",0.00862854886626755,28.96
"0x8cc2c2b764d5a0e76e45af8bd037bd989a16b2c9 (anon)",0.00563952349034972,17.37
"0x8d07d225a769b7af3a923481e1fdf49180e6a265 (anon)",0.118732174045854,420.81
"0x8e52ded086f3673a9a87bb039fdb05dbd7c97bfb (anon)",0.0019118381213028,4.95
"0x8efac00816e675e5b4b418c7c718cd463cbb6a59 (anon)",0.00603703974514869,18.66
"0x8f180fd387cfe63b77bfb09c07995464cf3e7d7f (anon)",0.00394028498294662,12.18
"0x8f4e36370602465acd4afc07204fa311bfbc1198 (anon)",0.00113384,2.93
"0x8fbb54606676ba5f8edc6c4c88ef29b86d58774c (anon)",0.00229093615312252,3.34
"0x905c1a4eb2a84cb864c6909499ba202a03f0aa17 (anon)",0.00467729256122465,14.41
"0x912e817d785ea149b705a5905855411c2cb977ba (anon)",0.00113384,2.93
"0x91a472abe81fb977f36e5253b41b8fd33a2dde28 (anon)",0.00532127028392384,16.39
"0x920eb9085e77ac5ad037bed5e90928ff1e33e885 (anon)",0.00509653115964532,15.75
"0x931e76877118c84f1d904295971ce383ecfed5f4 (anon)",0.0009056634683536,1.8
"0x938e3b0e9e70607c50c2629fa434b9a4e5f28421 (anon)",0.00459898995016499,14.17
"0x9471f3334397514f838675eca6a994d90254e6c1 (anon)",0.00394028498294662,12.18
"0x968277451c46cacd65e7df55f110cade19ff6002 (anon)",0.00113384,2.93
"0x96a7bfd2739c2b5c05c094e6b50ba65e770ab138 (anon)",0.00618037980921623,19.12
"0x96c4803694906bfcbe5c01d8fe5d2ff156f1e7e0 (anon)",0.00113384,2.93
"0x97cdedca258d6e425c200b3ac36b5a33b1699339 (anon)",0.00113384,2.93
"0x987740d5071fba8c8678353020547844a756a99d (anon)",0.00113384,2.93
"0x98fc6112749f7663cc537ca3330af68109891c09 (anon)",0.00508219218956342,15.71
"0x99fe1a841d59379acd34da92ad01cf4244e73475 (anon)",0.00352748342266686,11.27
"0x9a3aa8a638f8e67ff73ce671ac49bc3d2eb69538 (anon)",0.0042658456646548,8.44
"0x9c8c14c08d6cea7fed381f585d68063d51b66bfb (anon)",0.00554424053333128,17.14
"0x9c9fcaf3456fc2b5c10cc82d6128800ad6a067d8 (anon)",0.00084727120503183,1.75
"0x9f8b8d36dabd8e4a6a9e667d1a5681d09e244eda (anon)",0.00162399394013715,2.39
"0x9fa7fd8d9170f0dda389922e6c956800d5149924 (anon)",0.00407377410995917,12.69
"0x9fe9c540b222689ce947197a275ffd3deed5d787 (anon)",0.00740207903054201,22.88
"0xa0254f19d987d8bdba12a278b2d207a317d050aa (anon)",0.00092210024658301,1.9
"0xa1d86fa5e35d7f9cb6f43ee8a5db3499a3fda421 (anon)",0.00675839567254902,20.9
"0xa1e4a14363b3ba2c1d49e1eebe5fa21e25e4ed1d (anon)",0.0120812842977203,21.57
"0xa2700beb3b465e67e24f1d9dfa4f3e20b51cfd61 (anon)",0.00629359290501697,19.47
"0xa29185d464d4a8fbd9ccf3c958cf8419578305ee (anon)",0.00540471332660258,17.26
"0xa2bf1b0a7e079767b4701b5a1d9d5700eb42d1d1 (anon)",0.00492138393091669,16.29
"0xa30ab83e693ad49f3f651085dad11d049c818923 (anon)",0.0430315862676398,158.91
"0xa319744f71038a8602a5bae5f72656bb77906e79 (anon)",0.00637936624015397,19.65
"0xa4ca1b15fe81f57cb2d3f686c7b13309906cd37b (Grant 0975 Insurenet Blockchain Insurance Platform)",0.00569586254331964,17.78
"0xa5a25adcfd24b980e480f875aa2086571047e14d (anon)",0.00202566566730073,6.48
"0xa632c031714532dbfaa83551032cb4c13f838ba6 (anon)",0.0135007947186524,43.38
"0xa64eee5982d0af699c00b1eabfb01747c89780b4 (anon)",0.00691438409541684,21.37
"0xa740ce8f73cfea4789b3a5d9024113f7818b2e0b (anon)",0.00949186546544646,29.34
"0xa9a3e9f8c50a97a872ecd7418e2efeed82946241 (anon)",0.00586792809378494,18.08
"0xaa01dec5307cf17f20881a3286dcaa062578cea7 (philh)",0.0395211307323079,136.55
"0xaa59f0c28f9220fe60365f342b9e505d651fbb0d (anon)",0.000779515,1.61
"0xab06e86d240a5f515ea6d16c3530c6596f8bb774 (anon)",0.00379456534573696,9.87
"0xab4d02267bb843c7f51ed34b698e18ba276dd9b5 (anon)",0.00756428381149987,23.38
"0xab7b49bacd43bd4cfa41433d477f690bb9e1fb26 (anon)",0.00298721121638834,5.91
"0xac8e9cbcd6120f2a09eaa3a73d7e140995337346 (anon)",0.00562819150030156,17.34
"0xac8efff8b4ecef9f6704c38425d96a7048d938ed (anon)",0.00527993402580525,16.32
"0xaca7a415f073fed0808749e048f85016c39188fd (anon)",0.00673378865706476,20.74
"0xad15775933be166b389a9a660e8410d06084fbbb (anon)",0.00569356726111868,17.62
"0xad5e2c17f86d4a92f274ebca50721a7a9683febe (anon)",0.00113384,2.93
"0xade674fdedf7902836f9e86394d8bc6313ca214a (anon)",0.00113384,2.93
"0xb13acd5784a535ff854297f0445769efc200cb9f (anon)",0.00664073045647804,20.54
"0xb15054c02dbc343f47b868e1ffc15adf3e2f7269 (anon)",0.00113384,2.93
"0xb17dd0c1258f2852ae134e40c92bb0841435e02c (anon)",0.0123282519243245,39.57
"0xb2ed6de66f527a88fee596a5f7ddcc30c5031571 (anon)",0.00491739929032731,15.2
"0xb302560a220d1adcc69c5f8d19279f572555b01b (anon)",0.00438621503186687,13.56
"0xb35a83bda02c2cb5af44a8afc79431f9c11e505c (anon)",0.00563952349034972,17.37
"0xb427fdbadfc56c4d127d19d532c705e0d5284618 (anon)",0.00703799449735627,21.77
"0xb454dc9f3dad18d7118a5946b056b7103c8779ab (anon)",0.00084727120503183,1.75
"0xb4a2b428f5f46772abc83b553e4ed7bc6e096378 (anon)",0.00452953154862875,14
"0xb4a3ac905164bf9e8dff4b6f04b1eab55814642a (anon)",0.00432762455596573,13.38
"0xb4ad5aabb5bf325f870dc347d79c255dceaa1e88 (anon)",0.00622578467784691,26.57
"0xb4da408106a7545130e64c559ecb65fdce8c21ef (anon)",0.00452953154862875,14
"0xb4ed43c65854177ab3a70682a4d559ef005b4eb9 (anon)",0.00113384,2.93
"0xb55a7b37a99e9728eb4d195ba5645bdd3f66862f (anon)",0.00214991645704288,6.85
"0xb5679a4454bec8156c7293a24b975c8ad0bdc21f (anon)",0.00251014973847229,8.06
"0xb606fdf543b3397bd0e6559b693ae8d60da4a46a (anon)",0.00576531181744389,17.82
"0xb698419e8887a24f2db0e271833a051fc5caa814 (anon)",0.00147270013999148,4.02
"0xb860bf346ebfd675c8aa521e9b8e6ac352babac6 (anon)",0.00685353499358242,21.18
"0xb86c267d0b02a961caf3a6b530f3e1542612a6f2 (anon)",0.0158205930858832,64.43
"0xb883c400a2a709e3cf20245ce76c2327f28e3740 (anon)",0.0053909088123139,16.61
"0xb9366fe9429c75e0d45726abb2d52c5db6aa4e85 (anon)",0.00472888206699975,14.62
"0xbae00268df54cbd6e689de1ea3b2aafa52dd19a9 (anon)",0.00401645249335056,12.37
"0xbb3407b8a7bd31ab92e076628697f3033ebdf9a5 (anon)",0.000921245,1.9
"0xbb498ce39dfbe7038eb6fc4064998fe0b8e533db (anon)",0.00658357483915227,20.28
"0xbb67bce8d0e63082a5a349b35439f14c167e08f6 (anon)",0.00909397906234336,34.58
"0xbbae80a1d2ea6ae0dce2ced1cff1b903e8cfea63 (anon)",0.00551678321862751,17.05
"0xbc90c0f55514ee20d7a7478135e108ecc4956d11 (anon)",0.00113384,2.93
"0xbc9a6ebad551bc82b57d783cbefa8fc90cdbde3a (anon)",0.00599557684907829,18.55
"0xbd22f178cebac09fb4d4508c682fec1a18700dc7 (anon)",0.00419991199340119,12.98
"0xbd6ff041bf814619bf2c6c36ab9e35a7293a64bd (anon)",0.00658244048355946,28.09
"0xbe6e8588a539c015c32b947deebbae6ba7ea6419 (anon)",0.00436623979615199,13.5
"0xbfc4ee67d03dd3450e9e53137b8db0a347cd086a (anon)",0.00427758705576837,13.22
"0xc1563d51c3cdae5bbbff9bc8f1c37a1ea50950fc (anon)",0.00476401129335835,14.68
"0xc2e2b715d9e302947ec7e312fd2384b5a1296099 (anon)",0.161592231019515,326.01
"0xc33eed63fe5830378f127d0f08c2b0f6ac429494 (anon)",0.006224942310269,19.24
"0xc3ba6babbeecc28c34f04a5dfbaff4a18410e289 (anon)",0.00569058006276623,17.61
"0xc52d24a78207b8c380d9b0ac2e5ec699dad04241 (anon)",0.00524681285984996,16.16
"0xc54c577729bb114c7838fb839a74321c9d04efd1 (anon)",0.00476401129335835,14.68
"0xc5c23df5e5d70aa181e7a00733eea041b9623903 (anon)",0.00509653115964532,15.75
"0xc5cf8fdd07c1eeab8a193b5145aa403ec084b71a (anon)",0.00491739929032731,15.2
"0xc68f835106b588ad7946729d7ab2712c0cd2ffed (anon)",0.00576531181744389,17.82
"0xc75f1ad2eaef79b729c8dd8bcbaeddd893f5a761 (anon)",0.0021544864296018,6.59
"0xc7df6c8a2d851d20bc32238b26f886db7e1949da (anon)",0.00539398714638701,24.79
"0xc7e6bbf6dbe78b40640385e73dc1958f4428fb3e (anon)",0.0376158468353744,122.25
"0xc896e7c0ad9a8f9c787b5bbedceeba259c912d72 (anon)",0.00171497817910478,4.74
"0xc94cc876a826bc75355569e696cb2304f3434709 (anon)",0.00207577612268789,5.44
"0xc9a238405ef9d753d55ec1eb8f7a7b17b8d83e63 (anon)",0.00798854184540489,33.57
"0xca234530a0430c6212f8baa9b82ec6586d1363ce (anon)",0.00113384,2.93
"0xca3470f4477de9280ca4f8ecb5240cf464b40f71 (anon)",0.00601649636935111,18.6
"0xcb0c0ed0cfc972ce60b4f1ebd93481da4d218ea4 (anon)",0.00113384,2.93
"0xcb3cafe85a0719d2d994c06e3d7ac9304505c54c (anon)",0.00377939155929365,7.55
"0xcb9f176f3c90837a727e4678e29515cb2d557f18 (anon)",0.00753390167172249,30.31
"0xcc4c1346484722e25b19dbb6a5d8c2d959cd43b8 (anon)",0.00410068231586747,12.63
"0xcd6b9fb0d134017c39b86bcc18edaa02dcc6e4e2 (anon)",0.00083167976368014,1.71
"0xcd78829b418e18b85d4e0acdf2fbfec610ff025e (anon)",0.00090447899146983,1.86
"0xcdd05bae4c5ba7dc483d092903aaf3036e91efdf (anon)",0.00093832475701068,1.9
"0xcf61ebd3613684a53e48ee85d8fbc80c5156c479 (anon)",0.00109223161199066,2.81
"0xcfb17c5f697af3e068cd98febef5f0486393f11c (anon)",0.00588436918352637,18.21
"0xd03e3cfe79fcd021a1721f591e3ae1f358eeb20d (anon)",0.00419991199340119,12.98
"0xd046c54417cc29bef804e88d799560a8a4b6332b (anon)",0.00478792525906371,14.75
"0xd0815dbfa01bd6717703f329c031dc4958d04d4c (anon)",0.00113384,2.93
"0xd08f4ab23fc593d065d382a4f2f45b9f93097001 (anon)",0.00728450609933852,22.54
"0xd08fef876978527ccd11afda95b6a5ad2a8bee57 (anon)",0.00575642364228237,17.79
"0xd0ef3a2ae7fb496c0897400f1be46693b6183b0a (anon)",0.003540607061479,6.85
"0xd102ee10cc56d2ee949f1ab1bc25453a6feaed7d (anon)",0.0066016939667401,20.42
"0xd1c1d05bc374d6c842197a7d2668eb9e4f53c2db (anon)",0.00603703974514869,18.66
"0xd30b4753a4ff2cc47a2ada84a9a85058da16d2e8 (anon)",0.00318721963912089,10.22
"0xd311f7431e960075b31e4debaeefcb5159db85ca (anon)",0.00573418077163763,17.72
"0xd31d7bc74e65c262589a4753fb0735c89c245e9f (anon)",0.00113384,2.93
"0xd357a7e5c94f46dfbc3c05033b1ff97926a4e4dc (anon)",0.00590690825909963,18.26
"0xd43c50231c2d4273d968e649d2112e78cffaeb99 (anon)",0.00758884032355372,23.38
"0xd471a840ec81be3ce5e1325413581a1eaf5dcc11 (anon)",0.00402011704020732,12.42
"0xd4a7385d50fa958d66d0df590e3204211a6027e0 (anon)",0.00438621503186687,13.56
"0xd5102725cc00421854dd616a2d8769ce36017315 (anon)",0.00250561418536516,7.56
"0xd53b399bf34305d1cd665c2b092d787c8a5e45b7 (anon)",0.00590690825909963,18.26
"0xd67d2f08cbc0e3b4cd6db121b5e0c0e5425268a2 (anon)",0.00413928308464121,12.79
"0xd6f06053661e92313ae026054f2f4f8a708b0789 (anon)",0.00634326781693015,19.6
"0xd714dd60e22bbb1cbafd0e40de5cfa7bbdd3f3c8 (auryn-macmillan)",0.0318241263157958,115.4
"0xd7531b907f0429980828f8b65029ea1ba1d85515 (anon)",0.00949186546544646,29.34
"0xd8f36126a4d2376bc70268f197d50bdc184bd38f (anon)",0.00113384,2.93
"0xd99b6ab349c2c11aa96c6f2a1404cfd33384f5c0 (anon)",0.0065086878026772,20.05
"0xdbabf33f0d2464c9ac403acb67ef0e3340a0c031 (anon)",0.00456893790151004,14.07
"0xdc0046b52e2e38aee2271b6171ebb65ccd337518 (adamstallard)",0.00757306230308996,32.86
"0xdc52350858b60853d93390ab38dee3ce7e147fa7 (anon)",0.0017239823157228,5.53
"0xdcc3949e1741c7f4acff402db68f2c64c1ee8f02 (anon)",0.00522526938055124,16.1
"0xdd913332c4779fefa9e72bf8b0d2613d6ad19663 (anon)",0.00535025632930474,16.55
"0xde1678747ba2d5e61dac8f09c3a6a5315cc663f5 (anon)",0.00436623979615199,13.5
"0xdecfcbd0d3c3d0a317da1077fcfda000e1c6de28 (anon)",0.00113384,2.93
"0xe04a9418cffe0f43fd42527bd3cfc05593eac052 (anon)",0.00161240649146983,3.71
"0xe12776d24fcf00c2966dce5bdcec284236901c77 (anon)",0.000921245,1.82
"0xe1f581ae7aa4f593f30b0722806b2631b4255da8 (anon)",0.00419311883942302,12.96
"0xe37122b502dc52b8baa11c9c041939cead722031 (anon)",0.00540870413092976,16.66
"0xe3939654deae5f54fd3e6b84b3a7f75f245062d8 (anon)",0.0111077453533751,35.86
"0xe40987f8ca51d3f72947400a7459e66db2715bc1 (anon)",0.00382273112810508,9.87
"0xe46b1c63fb77ae9edb98e9eae87347fb61119aee (anon)",0.00691438409541684,21.37
"0xe49eee6cf7fa800fb8c2f7e576ed44b56759f5ca (anon)",0.00595322194348427,19.89
"0xe4b420f15d6d878dcd0df7120ac0fc1509ee9cab (anon)",0.00255733036629621,7.81
"0xe4deac4c2b075ee64814483d9038daaf83542f71 (anon)",0.00419423216613147,12.96
"0xe5860d2f4608db2620d4124a6904c1ee5d848549 (anon)",0.00113384,2.93
"0xe66e4b4f43b6c7e7df71c0e325ad6797f3e66b3f (anon)",0.00413928308464121,12.79
"0xe7481ee7af22f443303572cccf28a4a73a21bbe7 (anon)",0.00563190999236006,17.41
"0xe7cf8fce5e83e07e56e2ebfeb7651f459c47217b (anon)",0.00382273112810508,9.87
"0xe8cd4cb68dd4c79d118368f36d8564f3134c180d (anon)",0.00164491137001672,5.28
"0xe8d848debb3a3e12aa815b15900c8e020b863f31 (Grant 1026 - DappHero - the easyiest way to connect your website to blockchain.)",0.0102323366242716,38.98
"0xe91aee4906c8635bf15962a639436f40780233a0 (anon)",0.0126314219432852,57.05
"0xe95a51277b86b34c654ccb1dd61a5d39d40b45c5 (anon)",0.00504427547276866,15.54
"0xe96d806c830bb3f108eb51479a66edb31a3c1ab4 (anon)",0.00545641554794997,16.86
"0xeaa19171c4ff0bc2a6379aa1ea8fc2eec869688b (anon)",0.0155868729047506,66.33
"0xeac7824c2f633c53d2acfab0c8e483789b7e10e7 (anon)",0.00100149939437753,2.03
"0xeb0ad1099f5e12968d41c04f8a22e6dbb0f65702 (anon)",0.00563190999236006,17.41
"0xec07ce9c26bab652e14d81e6278da3a6ea5004d6 (anon)",0.000921245,1.9
"0xec0a73cc9b682695959611727da874afd8440c21 (anon)",0.00250465553164206,6.57
"0xeceb2fb4d8a93b0b19273b033abca7215062d31e (anon)",0.00432175715590809,13.42
"0xeda63e40351544fba32c910e0a90ab1e30e376d4 (anon)",0.00563659437040012,17.36
"0xee0579b4c36fd52ec0a2b542fb801f136838b7f1 (Grant 0635 Ethack Management Ethical Hacking Service)",0.0655379998143297,230.4
"0xee36a6023fb60606982673f208344793dea4574a (anon)",0.00409534727226328,12.62
"0xee836251ee934c3126ac5d9bb29ae9177a6a12e6 (anon)",0.00113384,2.93
"0xeeaa36420519d85efab3b7120ac5afa5a5825bfb (anon)",0.00947600803054564,29.44
"0xef39c8919373de11e888e9faf9fc5f71e4d015b8 (anon)",0.00504427547276866,15.54
"0xef3eb5dc534e6c1f690b2fdecc8c1594f133eecd (anon)",0.00599557684907829,18.55
"0xefcd62a2b7c73b57c1fc9365b089d1fdabb527d7 (anon)",0.00084089335503183,1.73
"0xf07a2439296e07bc4320af924e655a01fb69d89c (anon)",0.0150072011063457,71.77
"0xf503017d7baf7fbc0fff7492b751025c6a78179b (TrueBlocks 2020 Wallet 0xf503)",0.117294205276724,407.52
"0xf507555538fd0537922e70817780908ad132d3eb (anon)",0.00382273112810508,9.87
"0xf51075362e48552f241c6e5a87b3bc98e8701234 (anon)",0.00599466806894833,18.53
"0xf564a9cc0b3187d4c81899aea6508f65ed78c030 (anon)",0.00084089335503183,1.73
"0xf6124badcbccd0a6512ae9cc5ca6dba3a7cdefbb (anon)",0.00686140974418184,21.21
"0xf71841c483be037b6504e93680c7fe8e7c705165 (anon)",0.00113384,2.93
"0xf76eaebb56387b737a1f8f98e153d85b59eee46c (anon)",0.00822862520057658,35.62
"0xf7b1eb8292d7ffecd8ed04eb07890216491aa67d (anon)",0.00621341855924739,19.22
"0xf7e0ef9177e01d5871dfc59714510b44c9918622 (anon)",0.00090447899146983,1.86
"0xf94171580ce591172b2f6909eea6693b1c78835b (anon)",0.00256749592418443,8.23
"0xfa8118fec97722451e36e84be84c37dd960a1ef2 (anon)",0.00584908107849405,18.1
"0xfb37cd65f1fec10489a6725a44c03f3042aeff57 (anon)",0.00740207903054201,22.88
"0xfb6430c4fe0b170202402db422bc1d720fb49671 (anon)",0.00621341855924739,19.22
"0xfbafc1cad594d789db448fe079fd88417cdb3737 (anon)",0.00224307740642087,7.21
"0xfc5f1bd50db314902a2aefce822ca7da9058c954 (anon)",0.00113384,2.93
"0xfd18ef8cad226fe63ccc55e4246cd6c4e8161c7e (anon)",0.00758884032355372,23.38
"0xfdab3be33284ef68442f55535ffc0b1fcbad2b62 (anon)",0.00218928103578907,7.14
"0xfea0b67bd8874681dca1973211cde2b362b13aa7 (anon)",0.00586792809378494,18.08
"0xffd3f0393f7bb8daa930668a51b885d48476abec (anon)",0.00637936624015397,19.65
